trip_id,arrival_time,departure_time,stop_id,stop_sequence,pickup_type,drop_off_type,timepoint
T001465,10:38:00,10:38:00,s19,2,1,0,0
T001466,10:50:00,10:50:00,s3,1,0,1,0
T001466,10:58:00,10:58:00,s19,2,1,0,0
T001467,11:10:00,11:10:00,s3,1,0,1,0
T001467,11:18:00,11:18:00,s19,2,1,0,0
T001468,11:30:00,11:30:00,s3,1,0,1,0
T001468,11:38:00,11:38:00,s19,2,1,0,0
T001469,11:50:00,11:50:00,s3,1,0,1,0
T001469,11:58:00,11:58:00,s19,2,1,0,0
T001470,12:10:00,12:10:00,s3,1,0,1,0
T001470,12:18:00,12:18:00,s19,2,1,0,0
T001471,12:30:00,12:30:00,s3,1,0,1,0
T001471,12:38:00,12:38:00,s19,2,1,0,0
T001472,12:50:00,12:50:00,s3,1,0,1,0
T001472,12:58:00,12:58:00,s19,2,1,0,0
T001473,13:10:00,13:10:00,s3,1,0,1,0
T001473,13:18:00,13:18:00,s19,2,1,0,0
T001474,13:30:00,13:30:00,s3,1,0,1,0
T001474,13:38:00,13:38:00,s19,2,1,0,0
T001475,13:50:00,13:50:00,s3,1,0,1,0
T001475,13:58:00,13:58:00,s19,2,1,0,0
T001476,14:10:00,14:10:00,s3,1,0,1,0
T001476,14:18:00,14:18:00,s19,2,1,0,0
T001477,14:30:00,14:30:00,s3,1,0,1,0
T001477,14:38:00,14:38:00,s19,2,1,0,0
T001478,14:50:00,14:50:00,s3,1,0,1,0
T001478,14:58:00,14:58:00,s19,2,1,0,0
T001479,15:10:00,15:10:00,s3,1,0,1,0
T001479,15:18:00,15:18:00,s19,2,1,0,0
T001480,15:30:00,15:30:00,s3,1,0,1,0
T001480,15:38:00,15:38:00,s19,2,1,0,0
T001481,15:50:00,15:50:00,s3,1,0,1,0
T001481,15:58:00,15:58:00,s19,2,1,0,0
T001482,16:10:00,16:10:00,s3,1,0,1,0
T001482,16:18:00,16:18:00,s19,2,1,0,0
T001483,16:20:00,16:20:00,s3,1,0,1,0
T001483,16:28:00,16:28:00,s19,2,1,0,0
T001484,16:30:00,16:30:00,s3,1,0,1,0
T001484,16:38:00,16:38:00,s19,2,1,0,0
T001485,16:40:00,16:40:00,s3,1,0,1,0
T001485,16:48:00,16:48:00,s19,2,1,0,0
T001486,16:50:00,16:50:00,s3,1,0,1,0
T001486,16:58:00,16:58:00,s19,2,1,0,0
T001487,17:00:00,17:00:00,s3,1,0,1,0
T001487,17:08:00,17:08:00,s19,2,1,0,0
T001488,17:10:00,17:10:00,s3,1,0,1,0
T001488,17:18:00,17:18:00,s19,2,1,0,0
T001489,17:20:00,17:20:00,s3,1,0,1,0
T001489,17:28:00,17:28:00,s19,2,1,0,0
T001490,17:30:00,17:30:00,s3,1,0,1,0
T001490,17:38:00,17:38:00,s19,2,1,0,0
T001491,17:40:00,17:40:00,s3,1,0,1,0
T001491,17:48:00,17:48:00,s19,2,1,0,0
T001492,17:50:00,17:50:00,s3,1,0,1,0
T001492,17:58:00,17:58:00,s19,2,1,0,0
T001493,18:00:00,18:00:00,s3,1,0,1,0
T001493,18:08:00,18:08:00,s19,2,1,0,0
T001494,18:10:00,18:10:00,s3,1,0,1,0
T001494,18:18:00,18:18:00,s19,2,1,0,0
T001495,18:20:00,18:20:00,s3,1,0,1,0
T001495,18:28:00,18:28:00,s19,2,1,0,0
T001496,18:30:00,18:30:00,s3,1,0,1,0
T001496,18:38:00,18:38:00,s19,2,1,0,0
T001497,18:40:00,18:40:00,s3,1,0,1,0
T001497,18:48:00,18:48:00,s19,2,1,0,0
T001498,18:50:00,18:50:00,s3,1,0,1,0
T001498,18:58:00,18:58:00,s19,2,1,0,0
T001499,19:00:00,19:00:00,s3,1,0,1,0
T001499,19:08:00,19:08:00,s19,2,1,0,0
T001500,19:10:00,19:10:00,s3,1,0,1,0
T001500,19:18:00,19:18:00,s19,2,1,0,0
T001501,19:30:00,19:30:00,s3,1,0,1,0
T001501,19:38:00,19:38:00,s19,2,1,0,0
T001502,19:50:00,19:50:00,s3,1,0,1,0
T001502,19:58:00,19:58:00,s19,2,1,0,0
T001503,20:10:00,20:10:00,s3,1,0,1,0
T001503,20:18:00,20:18:00,s19,2,1,0,0
T001504,20:30:00,20:30:00,s3,1,0,1,0
T001504,20:38:00,20:38:00,s19,2,1,0,0
T001505,20:50:00,20:50:00,s3,1,0,1,0
T001505,20:58:00,20:58:00,s19,2,1,0,0
T001506,05:30:00,05:30:00,s3,1,0,1,0
T001506,05:38:00,05:38:00,s19,2,1,0,0
T001507,06:10:00,06:10:00,s3,1,0,1,0
T001507,06:18:00,06:18:00,s19,2,1,0,0
T001508,06:30:00,06:30:00,s3,1,0,1,0
T001508,06:38:00,06:38:00,s19,2,1,0,0
T001509,06:50:00,06:50:00,s3,1,0,1,0
T001509,06:58:00,06:58:00,s19,2,1,0,0
T001510,07:10:00,07:10:00,s3,1,0,1,0
T001510,07:18:00,07:18:00,s19,2,1,0,0
T001511,07:30:00,07:30:00,s3,1,0,1,0
T001511,07:38:00,07:38:00,s19,2,1,0,0
T001512,07:50:00,07:50:00,s3,1,0,1,0
T001512,07:58:00,07:58:00,s19,2,1,0,0
T001513,08:10:00,08:10:00,s3,1,0,1,0
T001513,08:18:00,08:18:00,s19,2,1,0,0
T001514,08:30:00,08:30:00,s3,1,0,1,0
T001514,08:38:00,08:38:00,s19,2,1,0,0
T001515,08:50:00,08:50:00,s3,1,0,1,0
T001515,08:58:00,08:58:00,s19,2,1,0,0
T001516,09:10:00,09:10:00,s3,1,0,1,0
T001516,09:18:00,09:18:00,s19,2,1,0,0
T001517,09:50:00,09:50:00,s3,1,0,1,0
T001517,09:58:00,09:58:00,s19,2,1,0,0
T001518,10:30:00,10:30:00,s3,1,0,1,0
T001518,10:38:00,10:38:00,s19,2,1,0,0
T001519,11:10:00,11:10:00,s3,1,0,1,0
T001519,11:18:00,11:18:00,s19,2,1,0,0
T001520,11:50:00,11:50:00,s3,1,0,1,0
T001520,11:58:00,11:58:00,s19,2,1,0,0
T001521,12:30:00,12:30:00,s3,1,0,1,0
T001521,12:38:00,12:38:00,s19,2,1,0,0
T001522,13:10:00,13:10:00,s3,1,0,1,0
T001522,13:18:00,13:18:00,s19,2,1,0,0
T001523,13:50:00,13:50:00,s3,1,0,1,0
T001523,13:58:00,13:58:00,s19,2,1,0,0
T001524,14:30:00,14:30:00,s3,1,0,1,0
T001524,14:38:00,14:38:00,s19,2,1,0,0
T001525,15:10:00,15:10:00,s3,1,0,1,0
T001525,15:18:00,15:18:00,s19,2,1,0,0
T001526,15:50:00,15:50:00,s3,1,0,1,0
T001526,15:58:00,15:58:00,s19,2,1,0,0
T001527,16:20:00,16:20:00,s3,1,0,1,0
T001527,16:28:00,16:28:00,s19,2,1,0,0
T001528,16:40:00,16:40:00,s3,1,0,1,0
T001528,16:48:00,16:48:00,s19,2,1,0,0
T001529,17:00:00,17:00:00,s3,1,0,1,0
T001529,17:08:00,17:08:00,s19,2,1,0,0
T001530,17:20:00,17:20:00,s3,1,0,1,0
T001530,17:28:00,17:28:00,s19,2,1,0,0
T001531,17:40:00,17:40:00,s3,1,0,1,0
T001531,17:48:00,17:48:00,s19,2,1,0,0
T001532,18:00:00,18:00:00,s3,1,0,1,0
T001532,18:08:00,18:08:00,s19,2,1,0,0
T001533,18:20:00,18:20:00,s3,1,0,1,0
T001533,18:28:00,18:28:00,s19,2,1,0,0
T001534,18:40:00,18:40:00,s3,1,0,1,0
T001534,18:48:00,18:48:00,s19,2,1,0,0
T001535,19:00:00,19:00:00,s3,1,0,1,0
T001535,19:08:00,19:08:00,s19,2,1,0,0
T001536,19:30:00,19:30:00,s3,1,0,1,0
T001536,19:38:00,19:38:00,s19,2,1,0,0
T001537,20:10:00,20:10:00,s3,1,0,1,0
T001537,20:18:00,20:18:00,s19,2,1,0,0
T001538,20:50:00,20:50:00,s3,1,0,1,0
T001538,20:58:00,20:58:00,s19,2,1,0,0
T001539,05:30:00,05:30:00,s3,1,0,1,0
T001539,05:38:00,05:38:00,s19,2,1,0,0
T001540,06:20:00,06:20:00,s3,1,0,1,0
T001540,06:28:00,06:28:00,s19,2,1,0,0
T001541,06:50:00,06:50:00,s3,1,0,1,0
T001541,06:58:00,06:58:00,s19,2,1,0,0
T001542,07:20:00,07:20:00,s3,1,0,1,0
T001542,07:28:00,07:28:00,s19,2,1,0,0
T001543,07:50:00,07:50:00,s3,1,0,1,0
T001543,07:58:00,07:58:00,s19,2,1,0,0
T001544,08:20:00,08:20:00,s3,1,0,1,0
T001544,08:28:00,08:28:00,s19,2,1,0,0
T001545,08:50:00,08:50:00,s3,1,0,1,0
T001545,08:58:00,08:58:00,s19,2,1,0,0
T001546,09:30:00,09:30:00,s3,1,0,1,0
T001546,09:38:00,09:38:00,s19,2,1,0,0
T001547,10:30:00,10:30:00,s3,1,0,1,0
T001547,10:38:00,10:38:00,s19,2,1,0,0
T001548,11:30:00,11:30:00,s3,1,0,1,0
T001548,11:38:00,11:38:00,s19,2,1,0,0
T001549,12:30:00,12:30:00,s3,1,0,1,0
T001549,12:38:00,12:38:00,s19,2,1,0,0
T001550,13:30:00,13:30:00,s3,1,0,1,0
T001550,13:38:00,13:38:00,s19,2,1,0,0
T001551,14:30:00,14:30:00,s3,1,0,1,0
T001551,14:38:00,14:38:00,s19,2,1,0,0
T001552,15:30:00,15:30:00,s3,1,0,1,0
T001552,15:38:00,15:38:00,s19,2,1,0,0
T001553,16:20:00,16:20:00,s3,1,0,1,0
T001553,16:28:00,16:28:00,s19,2,1,0,0
T001554,16:50:00,16:50:00,s3,1,0,1,0
T001554,16:58:00,16:58:00,s19,2,1,0,0
T001555,17:20:00,17:20:00,s3,1,0,1,0
T001555,17:28:00,17:28:00,s19,2,1,0,0
T001556,17:50:00,17:50:00,s3,1,0,1,0
T001556,17:58:00,17:58:00,s19,2,1,0,0
T001557,18:20:00,18:20:00,s3,1,0,1,0
T001557,18:28:00,18:28:00,s19,2,1,0,0
T001558,18:50:00,18:50:00,s3,1,0,1,0
T001558,18:58:00,18:58:00,s19,2,1,0,0
T001559,19:30:00,19:30:00,s3,1,0,1,0
T001559,19:38:00,19:38:00,s19,2,1,0,0
T001560,20:30:00,20:30:00,s3,1,0,1,0
T001560,20:38:00,20:38:00,s19,2,1,0,0
T001561,05:30:00,05:30:00,s3,1,0,1,0
T001561,05:53:00,05:53:00,s11,2,1,0,0
T001562,05:50:00,05:50:00,s3,1,0,1,0
T001562,06:13:00,06:13:00,s11,2,1,0,0
T001563,06:10:00,06:10:00,s3,1,0,1,0
T001563,06:33:00,06:33:00,s11,2,1,0,0
T001564,06:20:00,06:20:00,s3,1,0,1,0
T001564,06:43:00,06:43:00,s11,2,1,0,0
T001565,06:30:00,06:30:00,s3,1,0,1,0
T001565,06:53:00,06:53:00,s11,2,1,0,0
T001566,06:40:00,06:40:00,s3,1,0,1,0
T001566,07:03:00,07:03:00,s11,2,1,0,0
T001567,06:50:00,06:50:00,s3,1,0,1,0
T001567,07:13:00,07:13:00,s11,2,1,0,0
T001568,07:00:00,07:00:00,s3,1,0,1,0
T001568,07:23:00,07:23:00,s11,2,1,0,0
T001569,07:10:00,07:10:00,s3,1,0,1,0
T001569,07:33:00,07:33:00,s11,2,1,0,0
T001570,07:20:00,07:20:00,s3,1,0,1,0
T001570,07:43:00,07:43:00,s11,2,1,0,0
T001571,07:30:00,07:30:00,s3,1,0,1,0
T001571,07:53:00,07:53:00,s11,2,1,0,0
T001572,07:40:00,07:40:00,s3,1,0,1,0
T001572,08:03:00,08:03:00,s11,2,1,0,0
T001573,07:50:00,07:50:00,s3,1,0,1,0
T001573,08:13:00,08:13:00,s11,2,1,0,0
T001574,08:00:00,08:00:00,s3,1,0,1,0
T001574,08:23:00,08:23:00,s11,2,1,0,0
T001575,08:10:00,08:10:00,s3,1,0,1,0
T001575,08:33:00,08:33:00,s11,2,1,0,0
T001576,08:20:00,08:20:00,s3,1,0,1,0
T001576,08:43:00,08:43:00,s11,2,1,0,0
T001577,08:30:00,08:30:00,s3,1,0,1,0
T001577,08:53:00,08:53:00,s11,2,1,0,0
T001578,08:40:00,08:40:00,s3,1,0,1,0
T001578,09:03:00,09:03:00,s11,2,1,0,0
T001579,08:50:00,08:50:00,s3,1,0,1,0
T001579,09:13:00,09:13:00,s11,2,1,0,0
T001580,09:00:00,09:00:00,s3,1,0,1,0
T001580,09:23:00,09:23:00,s11,2,1,0,0
T001581,09:10:00,09:10:00,s3,1,0,1,0
T001581,09:33:00,09:33:00,s11,2,1,0,0
T001582,09:30:00,09:30:00,s3,1,0,1,0
T001582,09:53:00,09:53:00,s11,2,1,0,0
T001583,09:50:00,09:50:00,s3,1,0,1,0
T001583,10:13:00,10:13:00,s11,2,1,0,0
T001584,10:10:00,10:10:00,s3,1,0,1,0
T001584,10:33:00,10:33:00,s11,2,1,0,0
T001585,10:30:00,10:30:00,s3,1,0,1,0
T001585,10:53:00,10:53:00,s11,2,1,0,0
T001586,10:50:00,10:50:00,s3,1,0,1,0
T001586,11:13:00,11:13:00,s11,2,1,0,0
T001587,11:10:00,11:10:00,s3,1,0,1,0
T001587,11:33:00,11:33:00,s11,2,1,0,0
T001588,11:30:00,11:30:00,s3,1,0,1,0
T001588,11:53:00,11:53:00,s11,2,1,0,0
T001589,11:50:00,11:50:00,s3,1,0,1,0
T001589,12:13:00,12:13:00,s11,2,1,0,0
T001590,12:10:00,12:10:00,s3,1,0,1,0
T001590,12:33:00,12:33:00,s11,2,1,0,0
T001591,12:30:00,12:30:00,s3,1,0,1,0
T001591,12:53:00,12:53:00,s11,2,1,0,0
T001592,12:50:00,12:50:00,s3,1,0,1,0
T001592,13:13:00,13:13:00,s11,2,1,0,0
T001593,13:10:00,13:10:00,s3,1,0,1,0
T001593,13:33:00,13:33:00,s11,2,1,0,0
T001594,13:30:00,13:30:00,s3,1,0,1,0
T001594,13:53:00,13:53:00,s11,2,1,0,0
T001595,13:50:00,13:50:00,s3,1,0,1,0
T001595,14:13:00,14:13:00,s11,2,1,0,0
T001596,14:10:00,14:10:00,s3,1,0,1,0
T001596,14:33:00,14:33:00,s11,2,1,0,0
T001597,14:30:00,14:30:00,s3,1,0,1,0
T001597,14:53:00,14:53:00,s11,2,1,0,0
T001598,14:50:00,14:50:00,s3,1,0,1,0
T001598,15:13:00,15:13:00,s11,2,1,0,0
T001599,15:10:00,15:10:00,s3,1,0,1,0
T001599,15:33:00,15:33:00,s11,2,1,0,0
T001600,15:30:00,15:30:00,s3,1,0,1,0
T001600,15:53:00,15:53:00,s11,2,1,0,0
T001601,15:50:00,15:50:00,s3,1,0,1,0
T001601,16:13:00,16:13:00,s11,2,1,0,0
T001602,16:10:00,16:10:00,s3,1,0,1,0
T001602,16:33:00,16:33:00,s11,2,1,0,0
T001603,16:20:00,16:20:00,s3,1,0,1,0
T001603,16:43:00,16:43:00,s11,2,1,0,0
T001604,16:30:00,16:30:00,s3,1,0,1,0
T001604,16:53:00,16:53:00,s11,2,1,0,0
T001605,16:40:00,16:40:00,s3,1,0,1,0
T001605,17:03:00,17:03:00,s11,2,1,0,0
T001606,16:50:00,16:50:00,s3,1,0,1,0
T001606,17:13:00,17:13:00,s11,2,1,0,0
T001607,17:00:00,17:00:00,s3,1,0,1,0
T001607,17:23:00,17:23:00,s11,2,1,0,0
T001608,17:10:00,17:10:00,s3,1,0,1,0
T001608,17:33:00,17:33:00,s11,2,1,0,0
T001609,17:20:00,17:20:00,s3,1,0,1,0
T001609,17:43:00,17:43:00,s11,2,1,0,0
T001610,17:30:00,17:30:00,s3,1,0,1,0
T001610,17:53:00,17:53:00,s11,2,1,0,0
T001611,17:40:00,17:40:00,s3,1,0,1,0
T001611,18:03:00,18:03:00,s11,2,1,0,0
T001612,17:50:00,17:50:00,s3,1,0,1,0
T001612,18:13:00,18:13:00,s11,2,1,0,0
T001613,18:00:00,18:00:00,s3,1,0,1,0
T001613,18:23:00,18:23:00,s11,2,1,0,0
T001614,18:10:00,18:10:00,s3,1,0,1,0
T001614,18:33:00,18:33:00,s11,2,1,0,0
T001615,18:20:00,18:20:00,s3,1,0,1,0
T001615,18:43:00,18:43:00,s11,2,1,0,0
T001616,18:30:00,18:30:00,s3,1,0,1,0
T001616,18:53:00,18:53:00,s11,2,1,0,0
T001617,18:40:00,18:40:00,s3,1,0,1,0
T001617,19:03:00,19:03:00,s11,2,1,0,0
T001618,18:50:00,18:50:00,s3,1,0,1,0
T001618,19:13:00,19:13:00,s11,2,1,0,0
T001619,19:00:00,19:00:00,s3,1,0,1,0
T001619,19:23:00,19:23:00,s11,2,1,0,0
T001620,19:10:00,19:10:00,s3,1,0,1,0
T001620,19:33:00,19:33:00,s11,2,1,0,0
T001621,19:30:00,19:30:00,s3,1,0,1,0
T001621,19:53:00,19:53:00,s11,2,1,0,0
T001622,19:50:00,19:50:00,s3,1,0,1,0
T001622,20:13:00,20:13:00,s11,2,1,0,0
T001623,20:10:00,20:10:00,s3,1,0,1,0
T001623,20:33:00,20:33:00,s11,2,1,0,0
T001624,20:30:00,20:30:00,s3,1,0,1,0
T001624,20:53:00,20:53:00,s11,2,1,0,0
T001625,20:50:00,20:50:00,s3,1,0,1,0
T001625,21:13:00,21:13:00,s11,2,1,0,0
T001626,05:30:00,05:30:00,s3,1,0,1,0
T001626,05:53:00,05:53:00,s11,2,1,0,0
T001627,06:10:00,06:10:00,s3,1,0,1,0
T001627,06:33:00,06:33:00,s11,2,1,0,0
T001628,06:30:00,06:30:00,s3,1,0,1,0
T001628,06:53:00,06:53:00,s11,2,1,0,0
T001629,06:50:00,06:50:00,s3,1,0,1,0
T001629,07:13:00,07:13:00,s11,2,1,0,0
T001630,07:10:00,07:10:00,s3,1,0,1,0
T001630,07:33:00,07:33:00,s11,2,1,0,0
T001631,07:30:00,07:30:00,s3,1,0,1,0
T001631,07:53:00,07:53:00,s11,2,1,0,0
T001632,07:50:00,07:50:00,s3,1,0,1,0
T001632,08:13:00,08:13:00,s11,2,1,0,0
T001633,08:10:00,08:10:00,s3,1,0,1,0
T001633,08:33:00,08:33:00,s11,2,1,0,0
T001634,08:30:00,08:30:00,s3,1,0,1,0
T001634,08:53:00,08:53:00,s11,2,1,0,0
T001635,08:50:00,08:50:00,s3,1,0,1,0
T001635,09:13:00,09:13:00,s11,2,1,0,0
T001636,09:10:00,09:10:00,s3,1,0,1,0
T001636,09:33:00,09:33:00,s11,2,1,0,0
T001637,09:50:00,09:50:00,s3,1,0,1,0
T001637,10:13:00,10:13:00,s11,2,1,0,0
T001638,10:30:00,10:30:00,s3,1,0,1,0
T001638,10:53:00,10:53:00,s11,2,1,0,0
T001639,11:10:00,11:10:00,s3,1,0,1,0
T001639,11:33:00,11:33:00,s11,2,1,0,0
T001640,11:50:00,11:50:00,s3,1,0,1,0
T001640,12:13:00,12:13:00,s11,2,1,0,0
T001641,12:30:00,12:30:00,s3,1,0,1,0
T001641,12:53:00,12:53:00,s11,2,1,0,0
T001642,13:10:00,13:10:00,s3,1,0,1,0
T001642,13:33:00,13:33:00,s11,2,1,0,0
T001643,13:50:00,13:50:00,s3,1,0,1,0
T001643,14:13:00,14:13:00,s11,2,1,0,0
T001644,14:30:00,14:30:00,s3,1,0,1,0
T001644,14:53:00,14:53:00,s11,2,1,0,0
T001645,15:10:00,15:10:00,s3,1,0,1,0
T001645,15:33:00,15:33:00,s11,2,1,0,0
T001646,15:50:00,15:50:00,s3,1,0,1,0
T001646,16:13:00,16:13:00,s11,2,1,0,0
T001647,16:20:00,16:20:00,s3,1,0,1,0
T001647,16:43:00,16:43:00,s11,2,1,0,0
T001648,16:40:00,16:40:00,s3,1,0,1,0
T001648,17:03:00,17:03:00,s11,2,1,0,0
T001649,17:00:00,17:00:00,s3,1,0,1,0
T001649,17:23:00,17:23:00,s11,2,1,0,0
T001650,17:20:00,17:20:00,s3,1,0,1,0
T001650,17:43:00,17:43:00,s11,2,1,0,0
T001651,17:40:00,17:40:00,s3,1,0,1,0
T001651,18:03:00,18:03:00,s11,2,1,0,0
T001652,18:00:00,18:00:00,s3,1,0,1,0
T001652,18:23:00,18:23:00,s11,2,1,0,0
T001653,18:20:00,18:20:00,s3,1,0,1,0
T001653,18:43:00,18:43:00,s11,2,1,0,0
T001654,18:40:00,18:40:00,s3,1,0,1,0
T001654,19:03:00,19:03:00,s11,2,1,0,0
T001655,19:00:00,19:00:00,s3,1,0,1,0
T001655,19:23:00,19:23:00,s11,2,1,0,0
T001656,19:30:00,19:30:00,s3,1,0,1,0
T001656,19:53:00,19:53:00,s11,2,1,0,0
T001657,20:10:00,20:10:00,s3,1,0,1,0
T001657,20:33:00,20:33:00,s11,2,1,0,0
T001658,20:50:00,20:50:00,s3,1,0,1,0
T001658,21:13:00,21:13:00,s11,2,1,0,0
T001659,05:30:00,05:30:00,s3,1,0,1,0
T001659,05:53:00,05:53:00,s11,2,1,0,0
T001660,06:20:00,06:20:00,s3,1,0,1,0
T001660,06:43:00,06:43:00,s11,2,1,0,0
T001661,06:50:00,06:50:00,s3,1,0,1,0
T001661,07:13:00,07:13:00,s11,2,1,0,0
T001662,07:20:00,07:20:00,s3,1,0,1,0
T001662,07:43:00,07:43:00,s11,2,1,0,0
T001663,07:50:00,07:50:00,s3,1,0,1,0
T001663,08:13:00,08:13:00,s11,2,1,0,0
T001664,08:20:00,08:20:00,s3,1,0,1,0
T001664,08:43:00,08:43:00,s11,2,1,0,0
T001665,08:50:00,08:50:00,s3,1,0,1,0
T001665,09:13:00,09:13:00,s11,2,1,0,0
T001666,09:30:00,09:30:00,s3,1,0,1,0
T001666,09:53:00,09:53:00,s11,2,1,0,0
T001667,10:30:00,10:30:00,s3,1,0,1,0
T001667,10:53:00,10:53:00,s11,2,1,0,0
T001668,11:30:00,11:30:00,s3,1,0,1,0
T001668,11:53:00,11:53:00,s11,2,1,0,0
T001669,12:30:00,12:30:00,s3,1,0,1,0
T001669,12:53:00,12:53:00,s11,2,1,0,0
T001670,13:30:00,13:30:00,s3,1,0,1,0
T001670,13:53:00,13:53:00,s11,2,1,0,0
T001671,14:30:00,14:30:00,s3,1,0,1,0
T001671,14:53:00,14:53:00,s11,2,1,0,0
T001672,15:30:00,15:30:00,s3,1,0,1,0
T001672,15:53:00,15:53:00,s11,2,1,0,0
T001673,16:20:00,16:20:00,s3,1,0,1,0
T001673,16:43:00,16:43:00,s11,2,1,0,0
T001674,16:50:00,16:50:00,s3,1,0,1,0
T001674,17:13:00,17:13:00,s11,2,1,0,0
T001675,17:20:00,17:20:00,s3,1,0,1,0
T001675,17:43:00,17:43:00,s11,2,1,0,0
T001676,17:50:00,17:50:00,s3,1,0,1,0
T001676,18:13:00,18:13:00,s11,2,1,0,0
T001677,18:20:00,18:20:00,s3,1,0,1,0
T001677,18:43:00,18:43:00,s11,2,1,0,0
T001678,18:50:00,18:50:00,s3,1,0,1,0
T001678,19:13:00,19:13:00,s11,2,1,0,0
T001679,19:30:00,19:30:00,s3,1,0,1,0
T001679,19:53:00,19:53:00,s11,2,1,0,0
T001680,20:30:00,20:30:00,s3,1,0,1,0
T001680,20:53:00,20:53:00,s11,2,1,0,0
T001681,05:30:00,05:30:00,s3,1,0,1,0
T001681,05:52:00,05:52:00,s6,2,1,0,0
T001682,05:50:00,05:50:00,s3,1,0,1,0
T001682,06:12:00,06:12:00,s6,2,1,0,0
T001683,06:10:00,06:10:00,s3,1,0,1,0
T001683,06:32:00,06:32:00,s6,2,1,0,0
T001684,06:20:00,06:20:00,s3,1,0,1,0
T001684,06:42:00,06:42:00,s6,2,1,0,0
T001685,06:30:00,06:30:00,s3,1,0,1,0
T001685,06:52:00,06:52:00,s6,2,1,0,0
T001686,06:40:00,06:40:00,s3,1,0,1,0
T001686,07:02:00,07:02:00,s6,2,1,0,0
T001687,06:50:00,06:50:00,s3,1,0,1,0
T001687,07:12:00,07:12:00,s6,2,1,0,0
T001688,07:00:00,07:00:00,s3,1,0,1,0
T001688,07:22:00,07:22:00,s6,2,1,0,0
T001689,07:10:00,07:10:00,s3,1,0,1,0
T001689,07:32:00,07:32:00,s6,2,1,0,0
T001690,07:20:00,07:20:00,s3,1,0,1,0
T001690,07:42:00,07:42:00,s6,2,1,0,0
T001691,07:30:00,07:30:00,s3,1,0,1,0
T001691,07:52:00,07:52:00,s6,2,1,0,0
T001692,07:40:00,07:40:00,s3,1,0,1,0
T001692,08:02:00,08:02:00,s6,2,1,0,0
T001693,07:50:00,07:50:00,s3,1,0,1,0
T001693,08:12:00,08:12:00,s6,2,1,0,0
T001694,08:00:00,08:00:00,s3,1,0,1,0
T001694,08:22:00,08:22:00,s6,2,1,0,0
T001695,08:10:00,08:10:00,s3,1,0,1,0
T001695,08:32:00,08:32:00,s6,2,1,0,0
T001696,08:20:00,08:20:00,s3,1,0,1,0
T001696,08:42:00,08:42:00,s6,2,1,0,0
T001697,08:30:00,08:30:00,s3,1,0,1,0
T001697,08:52:00,08:52:00,s6,2,1,0,0
T001698,08:40:00,08:40:00,s3,1,0,1,0
T001698,09:02:00,09:02:00,s6,2,1,0,0
T001699,08:50:00,08:50:00,s3,1,0,1,0
T001699,09:12:00,09:12:00,s6,2,1,0,0
T001700,09:00:00,09:00:00,s3,1,0,1,0
T001700,09:22:00,09:22:00,s6,2,1,0,0
T001701,09:10:00,09:10:00,s3,1,0,1,0
T001701,09:32:00,09:32:00,s6,2,1,0,0
T001702,09:30:00,09:30:00,s3,1,0,1,0
T001702,09:52:00,09:52:00,s6,2,1,0,0
T001703,09:50:00,09:50:00,s3,1,0,1,0
T001703,10:12:00,10:12:00,s6,2,1,0,0
T001704,10:10:00,10:10:00,s3,1,0,1,0
T001704,10:32:00,10:32:00,s6,2,1,0,0
T001705,10:30:00,10:30:00,s3,1,0,1,0
T001705,10:52:00,10:52:00,s6,2,1,0,0
T001706,10:50:00,10:50:00,s3,1,0,1,0
T001706,11:12:00,11:12:00,s6,2,1,0,0
T001707,11:10:00,11:10:00,s3,1,0,1,0
T001707,11:32:00,11:32:00,s6,2,1,0,0
T001708,11:30:00,11:30:00,s3,1,0,1,0
T001708,11:52:00,11:52:00,s6,2,1,0,0
T001709,11:50:00,11:50:00,s3,1,0,1,0
T001709,12:12:00,12:12:00,s6,2,1,0,0
T001710,12:10:00,12:10:00,s3,1,0,1,0
T001710,12:32:00,12:32:00,s6,2,1,0,0
T001711,12:30:00,12:30:00,s3,1,0,1,0
T001711,12:52:00,12:52:00,s6,2,1,0,0
T001712,12:50:00,12:50:00,s3,1,0,1,0
T001712,13:12:00,13:12:00,s6,2,1,0,0
T001713,13:10:00,13:10:00,s3,1,0,1,0
T001713,13:32:00,13:32:00,s6,2,1,0,0
T001714,13:30:00,13:30:00,s3,1,0,1,0
T001714,13:52:00,13:52:00,s6,2,1,0,0
T001715,13:50:00,13:50:00,s3,1,0,1,0
T001715,14:12:00,14:12:00,s6,2,1,0,0
T001716,14:10:00,14:10:00,s3,1,0,1,0
T001716,14:32:00,14:32:00,s6,2,1,0,0
T001717,14:30:00,14:30:00,s3,1,0,1,0
T001717,14:52:00,14:52:00,s6,2,1,0,0
T001718,14:50:00,14:50:00,s3,1,0,1,0
T001718,15:12:00,15:12:00,s6,2,1,0,0
T001719,15:10:00,15:10:00,s3,1,0,1,0
T001719,15:32:00,15:32:00,s6,2,1,0,0
T001720,15:30:00,15:30:00,s3,1,0,1,0
T001720,15:52:00,15:52:00,s6,2,1,0,0
T001721,15:50:00,15:50:00,s3,1,0,1,0
T001721,16:12:00,16:12:00,s6,2,1,0,0
T001722,16:10:00,16:10:00,s3,1,0,1,0
T001722,16:32:00,16:32:00,s6,2,1,0,0
T001723,16:20:00,16:20:00,s3,1,0,1,0
